group1	group2	p_value	effect_size	clin_feature	padjust	log10padjust	cancer	principal_component
Abdomen	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdomen	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdomen	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Abdominal Fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	abdominal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Anterior Abd. Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Bladder nodule	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Bone, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Bowel	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Breast left	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Chest	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	colorectal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	cul de sac mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	endometrium	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	inguinal lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Liver	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	locally in the endometrium	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Lung, Liver, and Brain	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Lung, liver, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	lymph nodes and retroperitoneal tissue	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Lymph nodes, lung, bone	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	omentum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	abdominal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Anterior Abd. Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Bladder nodule	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Bone, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Bowel	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Breast	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Breast left	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Chest	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	colorectal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	cul de sac mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	endometrium	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	inguinal lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Liver	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	locally in the endometrium	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Lung, Liver, and Brain	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Lung, liver, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	lymph nodes and retroperitoneal tissue	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Lymph nodes, lung, bone	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	omentum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Abdominal Fluid	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Anterior Abd. Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Bladder nodule	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Bone, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Bowel	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Breast	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Breast left	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Chest	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	colorectal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	cul de sac mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	endometrium	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	inguinal lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Liver	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	locally in the endometrium	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Lung, Liver, and Brain	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Lung, liver, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	lymph nodes and retroperitoneal tissue	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Lymph nodes, lung, bone	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	omentum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
abdominal wall	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Bladder nodule	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Bone, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Bowel	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Breast left	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Chest	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	colorectal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	cul de sac mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	endometrium	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	inguinal lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Liver	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	locally in the endometrium	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Lung, Liver, and Brain	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Lung, liver, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	lymph nodes and retroperitoneal tissue	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Lymph nodes, lung, bone	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	omentum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Anterior Abd. Mass	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Bone, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Bowel	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Breast left	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Chest	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	colorectal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	cul de sac mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	endometrium	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	inguinal lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Liver	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	locally in the endometrium	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Lung, Liver, and Brain	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Lung, liver, lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	lymph nodes and retroperitoneal tissue	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Lymph nodes, lung, bone	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	omentum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Bladder nodule	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
